time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-10-08T07:12:16.633Z,66.3365,-154.7318,3.2,3.3,ml,,,,0.62,ak,ak023cwu95uu,2023-10-08T16:42:52.232Z,"",earthquake,,0.2,,,reviewed,ak,ak
2023-10-08T07:00:14.290Z,37.3973333,-121.7506667,5.37,2.66,md,125,29,0.06608,0.1,nc,nc73947011,2023-10-12T07:16:23.516Z,"8 km ENE of Alum Rock, CA",earthquake,0.08,0.29,0.156,150,reviewed,nc,nc
2023-10-08T06:15:09.348Z,37.8951,73.8062,11.143,4.2,mb,22,136,2.228,0.74,us,us6000ldyr,2023-10-08T06:48:11.040Z,"33 km SSW of Murghob, Tajikistan",earthquake,7.9,6.101,0.167,10,reviewed,us,us
2023-10-08T06:11:13.441Z,-5.532,146.023,70.812,4.6,mb,28,118,14.47,0.67,us,us6000ldyq,2023-10-08T06:33:21.040Z,"eastern New Guinea region, Papua New Guinea",earthquake,13.74,7.869,0.086,40,reviewed,us,us
2023-10-08T05:36:34.898Z,29.7419,140.1428,10,5.2,mww,54,132,3.375,0.99,us,us6000ldyn,2023-10-08T06:03:31.040Z,"",earthquake,10.55,1.721,0.063,24,reviewed,us,us
2023-10-08T04:57:08.773Z,-5.7091,145.7561,82.904,4.6,mb,42,66,5.955,0.69,us,us6000ldyi,2023-10-09T22:00:54.040Z,"54 km S of Madang, Papua New Guinea",earthquake,10.17,7.214,0.092,40,reviewed,us,us
2023-10-08T04:57:07.707Z,31.679,-104.422,6.4915,2.5,ml(texnet),32,62,0,0.2,tx,tx2023tryr,2023-10-09T20:22:49.635Z,"western Texas",earthquake,0.6975808978,0.6049999691,0.2,25,reviewed,tx,tx
2023-10-08T04:13:39.630Z,17.9113333333333,-66.927,15.31,2.64,md,14,232,0.06301,0.11,pr,pr71427903,2023-10-08T05:35:38.200Z,"",earthquake,0.48,0.38,0.0970313442902873,7,reviewed,pr,pr
2023-10-08T03:39:54.142Z,13.8086,-90.4848,94.129,4.5,mb,57,144,0.691,1.08,us,us6000ldy4,2023-10-08T09:38:11.533Z,"27 km ESE of Iztapa, Guatemala",earthquake,7.48,7.07,0.047,134,reviewed,us,us
2023-10-08T03:26:01.426Z,-26.5276,-176.3303,10,5,mb,31,121,3.066,1.09,us,us6000ldy2,2023-10-08T03:52:05.040Z,"south of the Fiji Islands",earthquake,11.18,1.333,0.094,36,reviewed,us,us
2023-10-08T03:16:54.240Z,47.2583,153.8527,10,4.8,mb,40,145,6.355,0.68,us,us6000ldy5,2023-10-08T04:03:24.040Z,"Kuril Islands",earthquake,11.44,1.917,0.075,55,reviewed,us,us
2023-10-08T02:47:29.433Z,34.4729,62.067,10,4.2,mb,32,196,5.76,0.9,us,us6000ldxr,2023-10-08T16:30:38.234Z,"western Afghanistan",earthquake,7.46,1.959,0.131,17,reviewed,us,us
2023-10-08T01:25:49.899Z,-34.7149,-71.8422,43.592,4.9,mb,51,117,0.703,0.77,us,us6000ldxh,2023-10-08T12:21:29.239Z,"44 km W of Santa Cruz, Chile",earthquake,4.48,6.719,0.096,34,reviewed,us,us
2023-10-08T00:46:58.490Z,17.9445,-66.9435,7.14,2.78,md,16,212,0.04313,0.24,pr,pr71427898,2023-10-08T00:57:01.520Z,"4 km SW of Guánica, Puerto Rico",earthquake,0.74,0.32,0.0492621273426177,6,reviewed,pr,pr
2023-10-08T00:41:16.190Z,17.864,-66.9248333333333,12.51,2.53,md,6,250,0.1087,0.09,pr,pr71427888,2023-10-08T00:49:16.010Z,"12 km S of Guánica, Puerto Rico",earthquake,1.54,0.64,0.0218871225204627,3,reviewed,pr,pr
2023-10-08T00:19:30.004Z,-5.577,146.2012,81.592,4.5,mb,37,89,6.098,0.74,us,us6000ldya,2023-10-08T04:41:01.040Z,"60 km SE of Madang, Papua New Guinea",earthquake,8.88,5.296,0.106,26,reviewed,us,us
2023-10-08T00:17:47.340Z,17.9136666666667,-66.9238333333333,14.98,2.73,md,17,230,0.05999,0.21,pr,pr71427873,2023-10-08T00:29:11.000Z,"6 km SSW of Guánica, Puerto Rico",earthquake,0.57,0.7,0.0765280113542073,6,reviewed,pr,pr
2023-10-07T23:57:26.745Z,9.2857,93.8865,10,4.5,mb,29,150,5.046,0.83,us,us6000lev0,2023-10-12T01:01:06.040Z,"291 km SSE of Port Blair, India",earthquake,12.19,1.935,0.139,15,reviewed,us,us
2023-10-07T23:32:19.572Z,31.1302,141.813,10,4.3,mb,27,143,2.607,0.8,us,us6000lev1,2023-10-14T04:47:29.040Z,"Izu Islands, Japan region",earthquake,4.82,1.9,0.169,10,reviewed,us,us
2023-10-07T23:18:02.354Z,6.0897,126.0327,145.473,4.2,mb,28,146,1.073,0.39,us,us6000leuz,2023-10-14T04:53:05.040Z,"34 km SSW of Pondaguitan, Philippines",earthquake,11.22,5.498,0.136,15,reviewed,us,us
2023-10-07T23:16:57.950Z,18.0926666666667,-64.9811666666667,8.34,3.3,md,13,143,0.2594,0.5,pr,pr71427843,2023-10-07T23:31:44.280Z,"28 km S of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.05,1.72,0.174861353251306,13,reviewed,pr,pr
2023-10-07T23:03:26.096Z,61.0846,-149.9318,5,2.7,ml,,,,0.82,ak,ak023cvg6ue5,2023-10-08T00:11:01.798Z,"14 km S of Anchorage, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-10-07T23:03:17.883Z,60.7701,-150.9048,9.1,3,ml,,,,0.82,ak,ak023cvg6to1,2023-10-08T23:06:46.388Z,"Kenai Peninsula, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-10-07T22:47:30.230Z,19.675,-68.8311,15,3.93,md,12,255,0.5253,0.42,pr,pr2023280002,2023-10-07T23:28:58.040Z,"Dominican Republic region",earthquake,2.46,3.28,0.33,5,reviewed,pr,pr
2023-10-07T22:39:24.348Z,-5.6276,145.9185,61.619,5.1,mb,75,24,6.384,0.88,us,us6000ldws,2023-10-08T02:53:11.823Z,"47 km SSE of Madang, Papua New Guinea",earthquake,5.05,5.479,0.046,153,reviewed,us,us
2023-10-07T22:01:48.775Z,37.9558,38.1207,10,4.3,mb,54,64,0.757,0.55,us,us6000ldwl,2023-10-07T22:18:32.040Z,"12 km SW of Çelikhan, Turkey",earthquake,4.64,1.94,0.086,38,reviewed,us,us
2023-10-07T21:49:41.213Z,9.2463,93.8574,10.04,4.6,mb,46,150,5.032,0.43,us,us6000ldwk,2023-10-07T22:08:06.040Z,"294 km SSE of Port Blair, India",earthquake,9.52,3.761,0.103,28,reviewed,us,us
2023-10-07T20:14:40.320Z,17.9081666666667,-66.9278333333333,13.39,3,md,22,225,0.06626,0.19,pr,pr71427813,2023-10-07T20:44:03.720Z,"7 km SSW of Guánica, Puerto Rico",earthquake,0.58,0.33,0.114878600441292,7,reviewed,pr,pr
2023-10-07T20:01:10.140Z,17.8865,-66.9275,13.66,3.28,md,18,245,0.08711,0.08,pr,pr71427808,2023-10-07T21:55:35.040Z,"9 km SSW of Guánica, Puerto Rico",earthquake,0.58,0.21,0.0660349343433331,9,reviewed,pr,pr
2023-10-07T19:52:47.410Z,17.9158,-66.9118,8,4.01,md,14,219,0.1429,0.09,pr,pr2023280001,2023-10-09T06:12:27.993Z,"Puerto Rico region",earthquake,0.46,1.77,0.13,10,reviewed,pr,pr
2023-10-07T18:32:54.980Z,-0.2691,125.1507,42.542,4.9,mb,111,40,2.445,0.78,us,us6000ldvm,2023-10-09T16:46:56.040Z,"112 km SE of Modisi, Indonesia",earthquake,6.34,5.954,0.058,100,reviewed,us,us
2023-10-07T18:32:23.931Z,34.6847,61.9222,10.267,4.2,mb,41,120,5.874,0.7,us,us6000ldvn,2023-10-09T15:01:30.040Z,"31 km SSE of Qarah Bāgh, Afghanistan",earthquake,9.84,4.961,0.093,37,reviewed,us,us
2023-10-07T17:57:19.503Z,-21.6187,-68.5933,139.956,4.4,mb,21,64,0.629,0.56,us,us6000ldvg,2023-10-07T18:43:21.040Z,"56 km SW of Ollagüe, Chile",earthquake,6.28,8.231,0.189,8,reviewed,us,us
2023-10-07T17:29:52.790Z,31.1971,141.8923,10,4.8,mb,126,95,2.601,0.56,us,us6000ldvd,2023-10-07T18:02:08.040Z,"",earthquake,8.96,1.871,0.046,155,reviewed,us,us
2023-10-07T16:20:35.178Z,-5.6539,145.9035,55.529,5.7,mww,98,23,6.052,0.69,us,us6000ldv4,2023-10-08T16:23:47.437Z,"eastern New Guinea region, Papua New Guinea",earthquake,7.72,4.413,0.06,27,reviewed,us,us
2023-10-07T16:20:08.105Z,30.855,-103.491,7.3913,2.7,ml(texnet),16,72,0.2,0.1,tx,tx2023tqzr,2023-10-13T19:06:48.253Z,"western Texas",earthquake,1.189728567,3.193684235,0.2,18,reviewed,tx,tx
2023-10-07T14:26:28.540Z,40.2432,142.306,55.854,5.1,mb,92,91,1.092,0.65,us,us6000lduu,2023-10-08T15:19:45.510Z,"44 km ENE of Noda, Japan",earthquake,6.43,5.31,0.036,254,reviewed,us,us
2023-10-07T14:19:31.795Z,-5.6938,146.1685,76.74,5.2,mb,138,37,6.157,0.74,us,us6000ldut,2023-10-07T20:05:33.776Z,"67 km SE of Madang, Papua New Guinea",earthquake,8.23,4.305,0.042,197,reviewed,us,us
2023-10-07T14:13:36.634Z,-5.6367,145.9293,66.738,5.5,mb,109,24,6.065,0.64,us,us6000ldus,2023-10-08T14:16:30.950Z,"48 km SSE of Madang, Papua New Guinea",earthquake,8.2,5.424,0.033,311,reviewed,us,us
2023-10-07T13:10:40.696Z,-5.6775,145.9334,43.99,5.6,mww,198,21,6.09,0.82,us,us6000lduj,2023-10-08T13:14:00.188Z,"eastern New Guinea region, Papua New Guinea",earthquake,7.4,4.684,0.098,10,reviewed,us,us
2023-10-07T12:47:36.016Z,-6.9899,125.6959,487.374,4.6,mb,24,80,3.09,0.55,us,us6000ldue,2023-10-07T13:10:14.040Z,"Banda Sea",earthquake,13.75,7.618,0.157,12,reviewed,us,us
2023-10-07T12:29:11.590Z,58.351,-133.4517,0,2.8,ml,,,,0.73,ak,ak023cv9sm6w,2023-10-07T12:47:45.040Z,"Southeastern Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-10-07T11:27:42.535Z,34.5599,62.0272,10.877,4.3,mb,34,112,5.79,0.72,us,us6000ldts,2023-10-07T18:39:37.591Z,"28 km NW of Herāt, Afghanistan",earthquake,7.65,5.401,0.148,13,reviewed,us,us
2023-10-07T10:38:02.317Z,-5.6448,146.1714,80.588,4.5,mb,39,90,6.143,0.93,us,us6000ldtk,2023-10-07T11:30:45.040Z,"eastern New Guinea region, Papua New Guinea",earthquake,5.9,7.36,0.096,37,reviewed,us,us
2023-10-07T10:23:23.539Z,31.292,141.8837,10,5,mb,76,117,2.527,0.8,us,us6000ldth,2023-10-07T10:47:49.040Z,"Izu Islands, Japan region",earthquake,9.05,1.871,0.041,192,reviewed,us,us
2023-10-07T10:20:34.467Z,-6.2046,103.8239,39.84,4.7,mb,28,143,2.026,1.06,us,us6000ldtg,2023-10-07T10:37:02.040Z,"180 km WSW of Bandar Lampung, Indonesia",earthquake,8.47,7.924,0.13,20,reviewed,us,us
2023-10-07T10:04:58.492Z,58.3384,-133.3182,0,2.7,ml,,,,0.89,ak,ak023cv8ghpn,2023-10-07T10:28:37.040Z,"64 km E of Juneau, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-10-07T10:04:02.859Z,-5.6846,146.1306,90.011,4.4,mb,25,143,6.262,0.73,us,us6000ldtc,2023-10-07T10:23:40.040Z,"eastern New Guinea region, Papua New Guinea",earthquake,6.13,8.248,0.103,28,reviewed,us,us
2023-10-07T09:40:31.097Z,34.6726,61.9893,9.302,4.9,mb,89,88,5.819,1.04,us,us6000ldt7,2023-10-07T20:03:29.212Z,"western Afghanistan",earthquake,7.96,4.222,0.049,130,reviewed,us,us
2023-10-07T09:27:19.125Z,34.6094,62.0538,10.233,4.8,mb,46,94,5.767,0.83,us,us6000ldsx,2023-10-07T09:45:11.040Z,"31 km NNW of Herāt, Afghanistan",earthquake,9.59,4.532,0.074,56,reviewed,us,us
2023-10-07T09:22:47.098Z,60.2688,-143.2971,2.8,3.2,ml,,,,0.9,ak,ak023cv7yw33,2023-10-07T21:21:48.980Z,"131 km S of McCarthy, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-10-07T09:18:50.590Z,-5.4781,145.9572,68.959,5.6,mb,78,54,6.011,0.76,us,us6000ldsf,2023-10-08T09:22:10.597Z,"34 km SSE of Madang, Papua New Guinea",earthquake,5.26,6.573,0.04,220,reviewed,us,us
2023-10-07T08:40:13.628Z,-5.5066,146.1982,76.011,6.9,mww,133,17,6.086,0.88,us,us6000ldqf,2023-10-09T00:04:59.002Z,"55 km SE of Madang, Papua New Guinea",earthquake,8,4.091,0.052,35,reviewed,us,us
2023-10-07T08:34:26.734Z,-5.5997,146.1315,53.498,6.7,mww,110,19,6.171,0.96,us,us6000ldqd,2023-10-12T17:03:16.040Z,"56 km SE of Madang, Papua New Guinea",earthquake,7.87,5.613,0.054,33,reviewed,us,us
2023-10-07T08:09:59.240Z,18.2775,-63.7428333333333,27.72,3.44,md,11,195,0.6744,0.53,pr,pr71427708,2023-10-07T08:34:59.340Z,"69 km W of Blowing Point Village, Anguilla",earthquake,4.69,20.94,0.0442152535519547,4,reviewed,pr,pr
2023-10-07T08:06:56.416Z,-21.419,-71.7399,19.854,4.6,mb,50,137,1.721,0.71,us,us6000ldq5,2023-10-07T08:26:59.040Z,"176 km WNW of Tocopilla, Chile",earthquake,7.61,5.191,0.09,37,reviewed,us,us
2023-10-07T08:06:37.093Z,34.6691,61.926,10,4.6,mb,28,150,5.871,0.53,us,us6000ldq8,2023-10-07T08:30:31.040Z,"33 km SSE of Qarah Bāgh, Afghanistan",earthquake,10.19,1.933,0.129,18,reviewed,us,us
2023-10-07T08:06:26.412Z,0.0545,97.55,24.43,4.7,mb,33,183,1.241,0.61,us,us6000ldq6,2023-10-07T08:23:16.040Z,"Nias region, Indonesia",earthquake,8.02,5.826,0.138,16,reviewed,us,us
2023-10-07T07:40:29.417Z,34.6391,62.0327,7.726,5.9,mww,126,43,5.783,0.71,us,us6000ldpv,2023-10-13T06:10:07.079Z,"35 km NNW of Herāt, Afghanistan",earthquake,7.26,3.844,0.054,33,reviewed,us,us
2023-10-07T07:12:50.042Z,34.5743,61.9037,10,6.3,mww,136,22,5.891,0.72,us,us6000ldpm,2023-10-12T17:17:29.040Z,"29 km NNE of Zindah Jān, Afghanistan",earthquake,7.78,1.772,0.051,37,reviewed,us,us
2023-10-07T07:10:34.212Z,34.5765,61.9105,10,4.7,mb,58,101,5.886,1.01,us,us6000ldpl,2023-10-07T18:37:49.825Z,"29 km NNE of Zindah Jān, Afghanistan",earthquake,10.15,1.896,0.07,61,reviewed,us,us
2023-10-07T06:49:41.577Z,34.5414,61.9547,11.438,5.5,mb,94,54,5.85,0.5,us,us6000ldph,2023-10-08T06:56:09.755Z,"29 km NE of Zindah Jān, Afghanistan",earthquake,8.97,4.093,0.036,266,reviewed,us,us
2023-10-07T06:41:03.428Z,34.6102,61.9242,14,6.3,mww,187,25,5.873,0.56,us,us6000ldpg,2023-10-12T17:09:09.040Z,"33 km NNE of Zindah Jān, Afghanistan",earthquake,8.2,1.562,0.048,41,reviewed,us,us
2023-10-07T06:29:06.603Z,-7.421,128.1094,170.355,4.7,mb,50,72,3.388,0.68,us,us6000ldpf,2023-10-07T06:44:21.040Z,"172 km NE of Lospalos, Timor Leste",earthquake,8.5,2.393,0.086,41,reviewed,us,us
2023-10-07T06:08:41.491Z,-25.3962,-68.2394,122.995,4.2,mb,12,86,1.245,0.59,us,us6000ldpb,2023-10-07T06:27:08.040Z,"",earthquake,10.83,15.232,0.305,3,reviewed,us,us
2023-10-07T06:04:06.873Z,41.7822,82.3603,10,4.8,mb,50,117,2.626,0.85,us,us6000ldpa,2023-10-07T06:22:58.040Z,"47 km W of Kuqa, China",earthquake,9.79,1.866,0.094,35,reviewed,us,us
2023-10-07T06:00:04.179Z,29.5147,81.2119,24.535,5,mb,103,50,3.961,0.47,us,us6000ldp9,2023-10-08T00:05:03.843Z,"Nepal",earthquake,3.7,4.99,0.057,99,reviewed,us,us
2023-10-07T05:52:17.689Z,-10.8639,165.6541,46.064,4.6,mb,28,107,5.794,0.55,us,us6000ldp8,2023-10-07T06:10:06.040Z,"21 km SW of Lata, Solomon Islands",earthquake,10.76,6.191,0.123,20,reviewed,us,us
2023-10-07T05:48:48.615Z,61.063,-149.6731,34.8,2.5,ml,,,,0.39,ak,ak023cv5qqf1,2023-10-07T23:09:35.621Z,"16 km N of Hope, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-10-07T05:25:47.630Z,19.5838,-64.778,83,3.85,md,14,295,1.2441,0.33,pr,pr2023280000,2023-10-07T05:54:33.040Z,"138 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.69,8.52,0.1,7,reviewed,pr,pr
2023-10-07T05:09:31.515Z,41.8792,82.4101,10,4.7,mb,50,107,2.6,0.44,us,us6000ldp1,2023-10-07T05:25:45.040Z,"46 km WNW of Kuqa, China",earthquake,8.43,1.901,0.089,39,reviewed,us,us
2023-10-07T05:06:55.719Z,17.0943,-94.9609,108.369,5.9,mww,132,80,2.825,0.91,us,us6000ldny,2023-10-08T05:10:42.459Z,"8 km W of Cuauhtémoc, Mexico",earthquake,7.7,4.606,0.032,91,reviewed,us,us
2023-10-07T04:46:33.236Z,30.0458,140.4104,10,4.9,mb,49,132,3.102,0.68,us,us6000ldnu,2023-10-07T05:17:51.040Z,"Izu Islands, Japan region",earthquake,5.17,1.804,0.054,106,reviewed,us,us
2023-10-07T04:16:57.281Z,31.736,-104.536,4.332,2.5,ml(texnet),27,84,0,0.2,tx,tx2023tqbv,2023-10-09T15:15:45.724Z,"51 km SSW of Whites City, New Mexico",earthquake,0.8754596728,0.5390114441,0.2,21,reviewed,tx,tx
2023-10-07T03:48:46.490Z,62.3508,-150.9111,68.5,3.9,ml,,,,0.65,ak,ak023cv4juze,2023-10-08T03:52:51.961Z,"Central Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-10-07T03:37:27.129Z,52.6333,-168.2882,44.798,3.2,ml,18,194,0.483,0.88,us,us6000letv,2023-10-13T04:47:59.040Z,"51 km SE of Nikolski, Alaska",earthquake,7.58,8.352,0.128,8,reviewed,us,us
2023-10-07T03:30:06.437Z,11.3575,142.3317,10,4.6,mb,28,98,3.325,0.85,us,us6000letu,2023-10-13T05:00:34.040Z,"265 km NE of Fais, Micronesia",earthquake,12.43,1.895,0.146,15,reviewed,us,us
2023-10-07T02:49:20.946Z,54.3919,-161.4587,43.694,4,ml,25,158,1.115,0.81,us,us6000ldng,2023-10-07T03:16:07.688Z,"92 km SE of King Cove, Alaska",earthquake,7.28,19.126,0.085,18,reviewed,us,us
2023-10-07T02:38:11.769Z,52.0666,-168.6174,30.495,2.8,ml,12,242,0.919,0.74,us,us6000ldni,2023-10-07T03:12:26.040Z,"",earthquake,6,15.771,0.128,8,reviewed,us,us
2023-10-07T01:13:42.357Z,47.1473,153.8105,10,4.7,mb,49,137,6.469,0.51,us,us6000ldn7,2023-10-07T01:43:01.040Z,"Kuril Islands",earthquake,8.64,1.756,0.066,70,reviewed,us,us
2023-10-07T00:49:22.230Z,18.241,-67.1648333333333,103.52,2.75,md,10,130,0.09928,0.22,pr,pr71427668,2023-10-07T01:02:23.160Z,"5 km NNW of Mayagüez, Puerto Rico",earthquake,1.72,0.95,0.115390207875166,6,reviewed,pr,pr
2023-10-07T00:41:39.582Z,-43.5792,-74.0903,31.129,4.3,mb,22,160,1.625,0.28,us,us6000ldn1,2023-10-09T05:04:19.040Z,"Near the coast of Los Lagos, Chile",earthquake,5.47,7.046,0.189,8,reviewed,us,us
2023-10-07T00:37:29.515Z,58.3491,-133.4458,0,2.8,ml,,,,0.82,ak,ak023cv2p61j,2023-10-09T04:39:59.040Z,"57 km E of Juneau, Alaska",earthquake,,0.3,,,automatic,ak,ak
